Patient,No benefits,Responder,TIDE,IFNG,MSI Expr Sig,Merck18,CD274,CD8,CTL.flag,Dysfunction,Exclusion,MDSC,CAF,TAM M2
TCGA-IN-A6RR-01A,FALSE,R,-0.31,-0.12,0.45,-0.05,0,-0.01,FALSE,-0.75,-0.31,0.04,-0.11,0.02
TCGA-IN-A6RS-01A,FALSE,R,-0.69,-0.04,0.5,0.06,0,0.14,TRUE,-0.69,-0.78,0.03,-0.16,-0.01
TCGA-IN-A7NR-01A,FALSE,NR,0.13,-0.02,0.48,-0.04,0,0.02,FALSE,0.34,0.13,0.03,-0.03,0.01
TCGA-IN-A7NT-01A,FALSE,NR,1.36,-0.13,0.46,-0.07,0,-0.05,FALSE,-0.59,1.36,0.14,0.08,-0.02
TCGA-IN-A7NU-01A,FALSE,NR,0.45,0.01,0.43,0.07,0,-0.05,FALSE,0.51,0.45,0.04,0.05,-0.02
TCGA-IN-AB1V-01A,FALSE,R,-0.47,-0.26,0.56,-0.21,0,-0.18,FALSE,-0.31,-0.47,-0.03,-0.07,0.02
TCGA-IN-AB1X-01A,FALSE,NR,0.48,0.14,0.59,0.18,0,0.42,TRUE,0.48,-1.31,-0.01,-0.13,-0.07
TCGA-IP-7968-01A,FALSE,NR,0.04,0.2,0.37,0.14,0,0.31,TRUE,0.04,0.87,0.11,0.04,-0.01
TCGA-KB-A6F7-01A,FALSE,R,-0.05,0.23,0.44,0.23,0,0.32,TRUE,-0.05,-0.58,0.04,-0.14,0
TCGA-KB-A93J-01A,FALSE,NR,0.28,0.3,0.48,0.18,0,0.09,TRUE,0.28,-1.75,-0.11,-0.13,-0.02
TCGA-MX-A5UG-01A,FALSE,NR,1.61,0.04,0.46,0.08,0,0.18,TRUE,1.61,-0.18,-0.17,0.16,0
TCGA-MX-A5UJ-01A,FALSE,NR,1.34,-0.05,0.68,-0.02,0,-0.11,FALSE,-0.12,1.34,0.08,0.09,0.02
TCGA-MX-A663-01A,FALSE,NR,1.86,-0.1,0.41,-0.06,0,-0.11,FALSE,0.43,1.86,0.05,0.18,0.05
TCGA-MX-A666-01A,FALSE,NR,0.43,-0.27,0.39,-0.16,0,-0.23,FALSE,-0.06,0.43,0.12,-0.15,0.09
TCGA-R5-A7O7-01A,FALSE,R,-0.02,-0.1,0.4,-0.06,0,-0.1,FALSE,-0.17,-0.02,0.07,-0.07,0
TCGA-R5-A7ZE-01B,FALSE,NR,0.64,-0.41,0.42,-0.41,0,-0.63,FALSE,-0.77,0.64,0.11,-0.08,0.06
TCGA-R5-A7ZF-01A,FALSE,NR,1.09,0,0.46,-0.09,0,-0.19,FALSE,-1.12,1.09,0.23,-0.11,0.03
TCGA-R5-A7ZI-01A,FALSE,NR,0.33,0.11,0.65,0.21,0,0.32,TRUE,0.33,-1.99,-0.05,-0.18,-0.08
TCGA-R5-A805-01A,FALSE,NR,0.44,-0.08,0.47,0,0,0.05,TRUE,0.44,-1.49,-0.12,-0.01,-0.1
TCGA-RD-A7BS-01A,FALSE,R,-0.67,0.14,0.5,0,0,-0.09,FALSE,0.92,-0.67,-0.03,-0.01,-0.05
TCGA-RD-A7BW-01A,FALSE,NR,0.91,0.25,0.46,0.19,0,0.45,TRUE,0.91,0.33,-0.1,0.19,-0.03
TCGA-RD-A7C1-01A,FALSE,NR,0.51,0.32,0.55,0.2,0,0.28,TRUE,0.51,-1.84,-0.06,-0.18,-0.04
TCGA-RD-A8MV-01A,FALSE,NR,0.89,0.13,0.47,0.17,0,0.28,TRUE,0.89,-2.37,-0.11,-0.17,-0.09
TCGA-RD-A8MW-01A,FALSE,NR,0.27,0.2,0.4,0.12,0,0,FALSE,0.32,0.27,-0.02,0.12,-0.07
TCGA-RD-A8N0-01A,FALSE,NR,1.17,0.08,0.53,0.14,0,0.38,TRUE,1.17,-1.31,-0.17,-0.02,0
TCGA-RD-A8N1-01A,FALSE,NR,1.16,0.17,0.45,0.18,0,0.3,TRUE,1.16,-1.44,-0.13,-0.06,-0.02
TCGA-RD-A8N2-01A,FALSE,NR,0.98,-0.18,0.46,-0.12,0,0.05,FALSE,-0.05,0.98,-0.09,0.22,0.02
TCGA-RD-A8N5-01A,FALSE,NR,0.65,-0.41,0.39,-0.3,0,-0.49,FALSE,0.45,0.65,-0.06,0.23,-0.06
TCGA-RD-A8N6-01A,FALSE,NR,1.27,-0.11,0.4,-0.14,0,-0.31,FALSE,-0.27,1.27,0.08,0.06,0.06
TCGA-RD-A8N9-01A,FALSE,NR,0.28,0.05,0.4,0.08,0,0.17,TRUE,0.28,0.78,-0.07,0.22,-0.02
TCGA-RD-A8NB-01A,FALSE,NR,0.11,0.25,0.67,0.17,0,0.13,TRUE,0.11,0.07,0,0.06,-0.07
TCGA-SW-A7EA-01A,FALSE,R,-0.38,0.2,0.7,0.1,0,0.08,TRUE,-0.38,0.6,0.12,0.05,-0.09
TCGA-SW-A7EB-01A,FALSE,NR,0.39,-0.06,0.43,0.03,0,0.12,TRUE,0.39,0.02,0.03,-0.09,0.05
TCGA-VQ-A8DT-01A,FALSE,R,-0.44,-0.21,0.55,-0.13,0,-0.11,FALSE,-1.28,-0.44,0.05,-0.18,0.05
TCGA-VQ-A8DU-01A,FALSE,NR,1.35,-0.02,0.36,-0.07,0,-0.1,FALSE,-0.56,1.35,0.13,0.03,0.05
TCGA-VQ-A8DZ-01A,FALSE,NR,0.66,-0.13,0.37,-0.11,0,-0.2,FALSE,-0.56,0.66,0.12,-0.06,0.04
TCGA-VQ-A8E0-01A,FALSE,R,-0.83,-0.14,0.43,-0.09,0,-0.45,FALSE,-0.39,-0.83,0.01,-0.14,0
TCGA-VQ-A8E2-01A,FALSE,NR,1.84,0.08,0.36,0.05,0,0.04,FALSE,0.33,1.84,0.15,0.08,0.06
TCGA-VQ-A8E7-01B,FALSE,NR,0.56,-0.12,0.39,-0.19,0,-0.47,FALSE,-0.47,0.56,0.07,-0.02,0.03
TCGA-VQ-A8P2-01A,FALSE,NR,0.65,-0.16,0.78,-0.19,0,-0.39,FALSE,-1.57,0.65,0.12,-0.12,0.08
TCGA-VQ-A8P3-01A,FALSE,R,-0.51,-0.03,0.54,0.06,0,0.2,TRUE,-0.51,0.98,0.1,0.04,0.02
TCGA-VQ-A8P5-01A,FALSE,NR,0,0.05,0.37,0.02,0,-0.07,FALSE,-0.35,0,0.08,-0.01,-0.04
TCGA-VQ-A8P8-01A,FALSE,R,-0.01,-0.12,0.53,-0.03,0,-0.01,FALSE,0.24,-0.01,-0.02,0.02,0
TCGA-VQ-A8PB-01A,FALSE,R,-1.76,0.04,0.73,-0.06,0,0.06,TRUE,-1.76,0.73,0.12,-0.03,0.01
TCGA-VQ-A8PC-01A,FALSE,R,-1.28,-0.07,0.41,0.01,0,0,FALSE,0.55,-1.28,-0.12,-0.05,-0.03
TCGA-VQ-A8PD-01A,FALSE,NR,1.32,0.2,0.49,0.14,0,0.26,TRUE,1.32,-1.61,-0.17,-0.04,-0.03
TCGA-VQ-A8PE-01A,FALSE,R,-0.44,0.1,0.4,0.05,0,0.02,TRUE,-0.44,0.02,0.07,-0.08,0.01
TCGA-VQ-A8PF-01A,FALSE,NR,0.91,0.38,0.46,0.29,0,0.44,TRUE,0.91,-1.93,-0.15,-0.08,-0.06
TCGA-VQ-A8PH-01A,FALSE,R,-0.72,-0.09,0.36,-0.01,0,0.03,TRUE,-0.72,0.34,0.12,-0.15,0.06
TCGA-VQ-A8PJ-01A,FALSE,NR,0.54,-0.16,0.34,-0.22,0,-0.44,FALSE,-0.91,0.54,0.13,-0.09,0.04
TCGA-VQ-A8PK-01A,FALSE,NR,0.48,0.07,0.39,0,0,-0.35,FALSE,-0.45,0.48,0.1,0.01,-0.04
TCGA-VQ-A8PM-01A,FALSE,NR,0.65,0.06,0.43,0.08,0,0.07,TRUE,0.65,-0.46,-0.07,-0.03,0.02
TCGA-VQ-A8PO-01A,FALSE,NR,0.06,0.21,0.73,0.19,0,0.3,TRUE,0.06,-0.95,0,-0.1,-0.06
TCGA-VQ-A8PP-01A,FALSE,R,-0.41,0.2,0.69,0.1,0,0.16,TRUE,-0.41,0.68,0.06,0.08,-0.05
TCGA-VQ-A8PQ-01A,FALSE,NR,1.68,0.09,0.46,0.14,0,0.36,TRUE,1.68,-1.73,-0.2,-0.05,-0.01
TCGA-VQ-A8PU-01A,FALSE,NR,0.08,-0.38,0.4,-0.33,0,-0.58,FALSE,-1.39,0.08,0.09,-0.11,0.03
TCGA-VQ-A8PX-01A,FALSE,R,-1.78,-0.05,0.59,0,0,0.03,FALSE,-0.46,-1.78,-0.02,-0.24,-0.01
TCGA-VQ-A91A-01A,FALSE,NR,1.42,-0.23,0.38,-0.18,0,-0.39,FALSE,-0.31,1.42,0.05,0.21,-0.04
TCGA-VQ-A91E-01A,FALSE,R,-0.42,0.07,0.7,0.07,0,0.16,TRUE,-0.42,-1.54,0.02,-0.25,-0.02
TCGA-VQ-A91K-01A,FALSE,R,-0.83,0.01,0.67,0,0,-0.03,FALSE,0.34,-0.83,-0.08,-0.01,-0.03
TCGA-VQ-A91N-01A,FALSE,R,-0.14,0.01,0.49,-0.06,0,-0.09,FALSE,-0.86,-0.14,0.09,-0.16,0.04
TCGA-VQ-A91Q-01A,FALSE,NR,1.07,-0.06,0.42,-0.17,0,-0.53,FALSE,-0.32,1.07,0.1,0.1,-0.03
TCGA-VQ-A91S-01A,FALSE,R,-0.75,0.1,0.44,0.11,0,0.27,TRUE,-0.75,-0.76,0.05,-0.11,-0.05
TCGA-VQ-A91V-01A,FALSE,R,-0.61,-0.25,0.46,-0.24,0,-0.34,FALSE,-0.92,-0.61,0.04,-0.14,0
TCGA-VQ-A91X-01A,FALSE,R,-0.38,-0.35,0.45,-0.36,0,-0.54,FALSE,-1.31,-0.38,0.09,-0.23,0.07
TCGA-VQ-A91Y-01A,FALSE,NR,0.47,0.1,0.4,0.09,0,0.15,TRUE,0.47,0.32,-0.07,0.17,-0.04
TCGA-VQ-A91Z-01A,FALSE,NR,0.87,-0.28,0.37,-0.35,0,-0.59,FALSE,-0.86,0.87,0.15,-0.09,0.07
TCGA-VQ-A922-01A,FALSE,NR,1.68,-0.05,0.33,-0.15,0,-0.43,FALSE,0.16,1.68,0.15,0.09,0.02
TCGA-VQ-A924-01A,FALSE,R,-0.27,0.07,0.75,0.1,0,0.15,TRUE,-0.27,-0.35,0.05,-0.05,-0.06
TCGA-VQ-A925-01A,FALSE,R,-0.12,-0.06,0.46,-0.09,0,-0.05,FALSE,-0.4,-0.12,0.03,-0.1,0.04
TCGA-VQ-A927-01A,FALSE,R,-0.79,-0.1,0.53,-0.11,0,-0.21,FALSE,0.02,-0.79,-0.08,-0.05,0.02
TCGA-VQ-A928-01A,FALSE,NR,1.38,-0.19,0.45,-0.14,0,-0.36,FALSE,-0.49,1.38,0.07,0.13,0.01
TCGA-VQ-A92D-01A,FALSE,NR,0.48,-0.04,0.44,-0.15,0,-0.37,FALSE,-0.86,0.48,0.11,0,-0.03
TCGA-VQ-A94O-01A,FALSE,NR,0.53,0.05,0.33,-0.01,0,-0.18,FALSE,-0.61,0.53,0.13,-0.1,0.04
TCGA-VQ-A94P-01A,FALSE,NR,0.14,-0.03,0.51,-0.03,0,0.06,TRUE,0.14,0.99,-0.07,0.23,-0.02
TCGA-VQ-A94R-01A,FALSE,NR,0.55,0.07,0.43,0.03,0,0.1,FALSE,0.04,0.55,0.01,0.04,0.04
TCGA-VQ-A94U-01A,FALSE,NR,1.05,-0.24,0.43,-0.22,0,-0.38,FALSE,-0.56,1.05,0.04,0.05,0.06
TCGA-VQ-AA64-01A,FALSE,NR,2.07,-0.08,0.37,-0.12,0,-0.18,FALSE,-0.77,2.07,0.12,0.18,0.02
TCGA-VQ-AA68-01A,FALSE,R,-0.28,0.11,0.45,0.03,0,0.14,FALSE,-0.49,-0.28,0.06,-0.12,0.01
TCGA-VQ-AA69-01A,FALSE,R,-1.05,0.18,0.46,0.09,0,0.05,TRUE,-1.05,-0.58,0.05,-0.14,0
TCGA-VQ-AA6A-01A,FALSE,NR,0.25,-0.2,0.37,-0.16,0,-0.38,FALSE,-0.94,0.25,0.08,-0.06,0.03
TCGA-VQ-AA6D-01A,FALSE,NR,0.43,-0.09,0.56,-0.19,0,-0.46,FALSE,-1.41,0.43,0.15,-0.09,-0.01
TCGA-VQ-AA6F-01A,FALSE,R,-1.05,0.07,0.39,0.03,0,0.05,FALSE,0.11,-1.05,0,-0.14,-0.04
TCGA-VQ-AA6G-01A,FALSE,R,-0.75,-0.22,0.46,-0.23,0,-0.48,FALSE,-0.73,-0.75,0.03,-0.09,-0.05
TCGA-VQ-AA6J-01A,FALSE,NR,0.13,0.31,0.43,0.15,0,0.05,TRUE,0.13,-1.08,-0.04,-0.1,-0.03
TCGA-VQ-AA6K-01A,FALSE,NR,0.1,0.01,0.4,0.06,0,0.14,FALSE,-0.21,0.1,0.03,0.02,-0.03
TCGA-ZA-A8F6-01A,FALSE,R,-0.28,-0.19,0.5,-0.08,0,-0.05,FALSE,0.43,-0.28,-0.18,0.13,0.02
TCGA-ZQ-A9CR-01A,FALSE,R,-0.47,0.13,0.37,0.08,0,0.12,TRUE,-0.47,1.41,0.12,0.18,-0.08
