Risk	Erlotinib	Rapamycin	Sunitinib	PHA-665752	MG-132	Paclitaxel	Cyclopamine	AZ628	Sorafenib	VX-680	Imatinib	TAE684	Crizotinib	Saracatinib	S-Trityl-L-cysteine	Z-LLNle-CHO	Dasatinib	GNF-2	CGP-60474	CGP-082996	A-770041	WH-4-023	WZ-1-84	BI-2536	BMS-509744	CMK	Pyrimethamine	JW-7-52-1	A-443654	GW843682X	MS-275	Parthenolide	KIN001-135	TGX221	Bortezomib	XMD8-85	Roscovitine	Salubrinal	Lapatinib	Doxorubicin	Etoposide	Gemcitabine	Mitomycin C	Vinorelbine	NSC-87877	QS11	CP466722	Midostaurin	AP-24534	JNK-9L	PF-562271	HG-6-64-1	JQ12	DMOG	FTI-277	OSU-03012	Shikonin	AKT inhibitor VIII	Embelin	FH535	PAC-1	IPA-3	GSK-650394	BAY 61-3606	5-Fluorouracil	Thapsigargin	Obatoclax Mesylate	BMS-754807	Lisitinib	Bexarotene	Bleomycin	LFM-A13	GW-2580	AUY922	Phenformin	Bryostatin 1	Pazopanib	LAQ824	Epothilone B	GSK1904529A	BMS345541	Tipifarnib	Ruxolitinib	AS601245	Ispinesib Mesylate	TL-2-105	AT-7519	TAK-715	BX-912	ZSTK474	AS605240	Genentech Cpd 10	GSK1070916	KIN001-102	LY317615	GSK429286A	FMK	QL-XII-47	CAL-101	XL-184	WZ3105	XMD14-99	AC220	CP724714	JW-7-24-1	NPK76-II-72-1	STF-62247	NG-25	TL-1-85	VX-11e	FR-180204	Tubastatin A	Zibotentan	YM155	NSC-207895	VNLG/124	AR-42	CUDC-101	Belinostat	I-BET-762	CAY10603	Linifanib 	BIX02189	CH5424802	EKB-569	GSK2126458	KIN001-236	KIN001-244	KIN001-055	KIN001-260	KIN001-266	Masitinib	MP470	MPS-1-IN-1	BHG712	OSI-930	OSI-027	CX-5461	PHA-793887	PI-103	PIK-93	SB52334	TPCA-1	TG101348	Foretinib	Y-39983	YM201636	Tivozanib	GSK690693	SNX-2112	QL-XI-92	XMD13-2	QL-X-138	XMD15-27	T0901317	EX-527	THZ-2-49	KIN001-270	THZ-2-102-1	AICAR	Camptothecin	Vinblastine	Cisplatin	Cytarabine	Docetaxel	Methotrexate	ATRA	Gefitinib	Navitoclax	Vorinostat	Nilotinib	CI-1040	Temsirolimus	Veliparib	Bosutinib	Lenalidomide	Axitinib	AZD7762	GW 441756	CEP-701	SB 216763	17-AAG	VX-702	AMG-706	KU-55933	Elesclomol	GDC0449	BX-795	NU-7441	SL 0101-1	BIRB 0796	JNK Inhibitor VIII	681640	Nutlin-3a (-)	PD-173074	ZM-447439	RO-3306	MK-2206	PD-0332991	BEZ235	AZD8055	PD-0325901	SB590885	CCT007093	EHT 1864	Cetuximab	PF-4708671	JNJ-26854165	HG-5-113-01	HG-5-88-01	TW 37	XMD11-85h	ZG-10	XMD8-92	QL-VIII-58	CCT018159	AG-014699	SB 505124	Tamoxifen	QL-XII-61	PFI-1	IOX2	YK 4-279	(5Z)-7-Oxozeaenol	piperlongumine	FK866	Talazoparib	rTRAIL	UNC1215	SGC0946	XAV939	Trametinib	Dabrafenib	Temozolomide	Bleomycin (50 uM)	SN-38	MLN4924
Low.risk	2.314139554	-2.2398103	2.443777545	2.879337956	-0.176348725	-3.741877775	4.610037589	1.767914098	2.128357964	0.750106805	2.790013167	1.006346275	2.475861468	1.884690375	0.909712904	0.211080135	-0.043387703	2.39809112	-2.380108043	2.363395541	1.611437267	2.201293861	3.546912899	-2.502334747	2.778128499	2.049937587	2.966543761	-2.063743321	-1.132323841	-3.162833589	0.151351722	3.087044834	3.958744769	3.918430665	-5.818932057	2.30572689	3.553113615	3.391220364	2.374035698	-2.739690657	0.467668091	-4.032455027	-1.81215543	-4.484817712	4.777081125	2.656328232	2.429190823	-0.57751048	0.36292137	-0.543688528	1.314386227	0.539609971	0.598288807	6.238043285	1.867449327	1.045657597	-0.272990021	2.148506784	2.314569183	1.72946876	1.864880186	3.611440356	2.601234814	1.866179182	2.628569055	-4.321250091	-1.480002429	0.728952292	2.714373397	3.095032514	0.450975068	4.408783712	5.155220536	-3.875464683	7.626673714	-2.811784507	3.425082411	-3.205689631	-5.846820641	2.23034297	2.901332236	1.303389153	3.961403969	1.8973623	-1.641467199	4.208527489	0.757195614	4.115494759	2.899509629	0.492647967	2.496201217	2.640562365	1.893881048	2.595957535	2.688969808	4.980690204	4.780909535	1.110881401	4.236195387	2.467725732	-0.07972671	4.410789851	2.516869007	4.317158497	1.527683741	3.095490592	4.572187492	2.745835265	3.275965655	2.433060643	5.026760738	4.428930994	5.386813855	-4.783876872	3.968623358	3.69826349	-0.279244998	-0.542468869	0.165604735	4.036650964	0.766894531	2.300232451	4.076254591	3.877184878	1.022039627	-3.107377798	4.223800689	3.394374352	4.094585649	4.737490483	3.168045631	3.67296304	4.265876855	3.440440523	3.028660683	4.170115543	0.713224802	2.912928353	2.149202035	1.536157866	2.655319362	4.44187499	2.863044336	2.189338076	0.067271376	4.399761366	2.448141093	0.251456568	3.539211391	-1.486842985	4.041853446	3.579111684	1.386444443	4.619692185	4.417504654	5.322679144	2.383149795	4.812743175	-1.614376096	7.720994893	-4.962149693	-4.438531615	2.503190932	0.194152769	-5.752335261	-0.664945829	3.887051556	1.132502606	1.707125201	0.964145099	2.590459183	1.648696279	-2.384943138	3.633973204	1.612268438	3.714554169	2.1434201	-1.21078664	2.302376284	-1.381314709	4.050943987	-1.745439431	2.866769525	2.678721734	3.790999599	-3.689882648	4.264149638	1.60016332	2.051383151	4.377228284	4.144891527	4.197103583	2.090695639	3.337631408	2.554601164	1.872232689	3.041928199	1.471961223	1.484379113	-2.596679712	-0.330022898	-1.857687922	3.564697105	3.838824064	3.839214636	6.263337719	3.876727081	2.414734584	1.136134711	3.337180628	-0.90460239	3.818210696	1.425805343	2.911349626	-1.60978728	2.220027665	3.230443329	4.550195024	3.65751198	3.918980681	2.584326319	-0.067328243	1.184430758	0.97797946	1.335247991	-4.157165525	1.781941664	-0.866389218	2.302537734	1.710474804	3.18854875	-1.868906303	3.556840319	5.027765479	0.803835235	-5.305749448	-0.508782609
High.risk	2.91252374	-1.528133922	2.986529169	2.911926978	0.22277979	-2.499245083	4.890156687	2.684273811	2.463121497	2.081045954	2.706835901	1.063563978	2.725706943	2.56595375	1.40447398	1.020987415	1.376291949	2.411706645	-2.091694474	2.873723392	2.635147176	2.989938025	4.293646446	-1.075891244	3.261128382	2.549720499	3.981510679	-1.060714908	-0.51169466	-1.563801616	0.139568968	3.34379882	3.876244981	4.011366661	-5.418742756	2.321121899	3.960357206	3.632748313	2.911178926	-1.142888482	2.226690694	-0.74257921	-0.061809147	-2.894921676	4.934518857	3.589875042	3.170496608	0.17830115	0.793015054	-0.070100238	2.382602166	1.103740187	1.214923051	6.521226893	2.250892252	2.295219965	0.169282673	2.456279675	3.412846187	2.437440649	2.800119031	5.025217407	4.194741894	2.703306955	4.300047919	-1.831437565	0.671150465	1.202049423	2.431004847	3.810482519	3.957726455	4.793415165	5.147446126	-2.695677379	7.547409172	-2.62648258	3.146001746	-2.704413132	-3.55609786	2.346404471	3.568713628	2.992862881	4.032340531	2.680092833	-0.414324936	3.804393116	2.516840329	4.959417844	3.241988053	1.846208308	3.927202751	2.868270309	2.47755779	2.990247258	4.381537165	5.21256461	5.295197549	1.645530691	5.063656105	3.049041798	0.342140054	4.729206815	2.234448474	4.766122693	1.459880783	3.622427825	4.757193455	3.104038409	3.551228509	4.252396632	5.469955448	4.810088878	5.547668777	-3.639756706	4.302328521	4.057994749	0.07791137	0.151464921	0.639493501	4.220477065	1.321349261	2.105854256	4.720881666	3.957331793	2.65722041	-2.461575935	4.804246066	3.803770377	4.790777916	5.000811304	3.80343877	3.850174036	3.450608648	4.54135714	4.150218577	4.40752855	0.967356329	3.942736168	3.370403706	1.058269768	3.491050904	4.465000109	3.793421986	2.176566113	0.555670329	4.978463612	2.910588881	0.187590881	3.768533255	0.427886005	3.800907793	3.951622842	1.564799109	4.843038344	4.673147082	5.411010802	4.154062333	5.366538989	-1.070772742	7.465265406	-4.136642866	-3.677368512	2.915307427	0.368991037	-4.589208408	-0.348462909	3.934927035	1.380417191	1.118147813	0.946222316	2.57783223	3.191090463	-1.825389981	3.898718408	2.679995034	3.86223725	1.862396744	-0.410012809	2.645959875	-1.157392731	4.636548529	0.184130657	2.937616465	2.592249099	4.258889285	-2.735214718	4.415959638	1.613036798	2.446745507	4.626626985	4.296207482	4.458239992	2.533840426	4.338261772	2.673887636	2.494380755	3.639271679	1.759183376	3.274317964	-2.47307359	0.059243754	0.34438739	4.180236991	4.057742703	3.475773449	6.626586617	3.758595503	2.374175051	1.87746331	3.469403062	-0.7701343	4.227467084	1.254607997	3.519166052	-0.94533473	2.642611225	3.120635498	3.912177704	3.653122551	3.816577625	2.612247145	0.23871849	1.770906854	0.907153047	1.201078094	-4.236926113	2.956033988	0.21927549	2.308529482	1.912243452	3.727809272	0.944568388	4.124890617	5.371871048	3.578782383	-4.328271205	0.21113246
Low.risk.1	2.886312693	-1.970855988	2.351066397	2.75974204	0.499887692	-3.510048696	4.608036837	1.729967884	1.965819275	0.408236655	2.648335448	0.821328847	2.211721928	2.68858007	0.579493436	0.57958658	1.7733726	2.501691817	-2.091157476	2.791563455	2.671600915	3.408734768	4.22114084	-2.571510746	2.812474961	2.097428818	2.721419518	-1.928943186	-0.841322571	-3.549289606	0.514165151	2.80074314	3.695740625	4.076167147	-4.959423298	2.705412566	3.387431813	3.40158583	2.905811496	-2.048107059	0.778946826	-3.933454074	-1.051279932	-4.239705235	4.366568449	2.740155025	2.101789661	-0.069804831	0.902473791	-0.712827197	1.468020313	1.477081026	1.315462852	7.231620189	1.97358014	1.306206296	-0.12489465	2.526952937	2.715167273	1.942473389	1.792124345	3.277366585	2.569447442	1.799956195	2.206418471	-3.880472741	-1.478701336	0.460029913	2.122120069	3.54945228	1.28810927	4.793032018	5.008961356	-3.377093325	6.941881562	-2.819924636	3.744154047	-2.932710753	-5.919506944	2.167126732	2.599469958	1.436870563	3.792980668	1.941998413	-2.844519693	3.80926446	0.958121376	3.496078378	2.877445238	0.719229819	3.035212505	1.916270252	1.33564535	2.57228251	2.658278415	4.733941232	4.833997805	0.635153613	4.08138875	3.092401786	0.844442592	4.00623135	2.356033988	3.826745442	1.394102884	2.493576189	4.513335095	2.652894104	3.238134084	2.056285524	4.699020277	4.153062146	5.218317425	-4.059266594	3.387519213	3.636504396	-0.852333276	-0.386615279	-0.43738632	3.398626532	0.52097591	2.378171887	4.138425596	3.531537794	0.838913654	-2.60766621	3.901294898	3.294258893	4.141350867	4.364748668	2.968997245	3.169100279	3.293668253	3.412089893	2.918426008	3.83133013	1.002781583	2.641875337	2.317183122	1.537380521	3.015349345	4.161207741	2.753771543	2.244647528	0.776612516	4.082589383	2.221131186	0.263130777	3.505434934	-1.302772549	3.979586677	2.973478948	1.393784645	4.508524287	3.68930603	5.211768531	2.401494697	4.766465006	-1.447553663	7.207548858	-4.771803216	-4.040048294	3.011530526	0.180373296	-4.816407276	-1.31560438	4.297367249	1.131467018	1.839807202	0.881682584	2.654949306	1.89335739	-1.107185789	3.736455786	1.375087449	3.771740411	2.279956406	0.028357332	2.631286399	-0.667914208	4.249344753	-0.170437632	2.812228606	3.057091273	3.681246776	-1.905244015	4.172928332	1.672826088	2.250250581	4.14629689	4.442459486	4.439118688	1.596180521	3.2938069	2.365312447	1.304580211	3.066928217	2.081469664	1.148886212	-2.527963149	-0.050095134	-1.351711992	3.116494283	3.990202142	3.446020867	6.099307431	3.947369139	2.790622183	1.260085625	3.310546948	-0.646608528	3.680886693	1.45485693	2.799404832	-0.870085476	2.744867738	3.56112114	4.312329747	3.669760264	3.672162677	2.615847257	-0.131103205	1.013460747	0.339565072	1.33672096	-4.247188288	2.277172269	-1.104471947	2.240522596	1.654184288	3.872354347	-0.917894444	3.426345274	5.352542016	2.147486288	-5.209701521	-0.027220442
High.risk.1	2.662883619	-1.784374223	2.315776285	2.82019405	-0.432541915	-3.348239797	4.528730323	1.771864523	2.015251013	0.886946002	2.75273022	0.809972185	2.431564573	2.435991518	0.556792191	0.394208122	0.432183554	2.280730764	-2.310361765	2.627451068	2.361020397	2.440276421	3.915938474	-2.275730308	2.924768599	1.750359748	3.364852656	-1.854938638	-0.878986445	-3.09813162	0.272414848	3.134749473	3.866693757	4.008496537	-5.964595962	2.810794843	3.840824161	3.40516579	2.812272639	-2.156030894	1.369315656	-3.023108385	0.024209748	-4.089859895	4.956950939	3.353927819	2.186169699	-0.397572725	0.259756644	-0.523118054	1.818860778	0.838105606	0.942517668	6.560475326	2.005748663	1.981046429	-0.280144037	2.43409266	2.784069689	2.354096996	2.082402452	3.187392925	3.468336434	1.780218957	3.459805337	-3.958076862	-1.006275617	0.787474737	2.245662843	3.577288495	1.760350525	4.607696963	5.057993988	-3.319577054	7.747663684	-3.067175654	2.862580077	-2.913257068	-5.130602446	2.143900139	3.079550745	1.764860353	3.777714341	2.054290084	-1.724385141	3.86760593	1.224451266	3.932571336	2.407591647	1.304084328	3.472897407	2.144770637	1.320949029	2.742731096	3.841728439	4.657809263	4.725034225	1.209827001	4.378323329	2.6515867	0.492576927	4.231069326	2.053908018	4.256611848	1.531379309	2.575364122	4.544990214	2.526143474	3.187959265	2.954555166	4.848198115	4.303624645	5.209599529	-4.717751992	3.37072477	3.45515269	-0.845279466	-0.697414582	-0.266657276	3.56739774	0.441852025	2.098133328	4.154966841	3.664052299	1.605132603	-2.465750367	4.310383764	3.230107711	4.033294416	4.463415164	3.161200904	3.53134007	3.438248551	3.705850585	3.207324988	3.768668214	0.905739498	2.701708101	2.59862969	0.871036402	2.787971743	4.019236406	2.589078815	2.145418835	0.130993892	4.541008557	2.176190813	0.130079163	3.968698736	-0.559385251	3.716187796	3.400532833	1.508670084	4.389871978	4.119858753	5.109571939	2.897389039	4.603549191	-1.851718887	7.377862495	-5.275991253	-4.915062607	2.351524359	0.10791652	-5.901854704	-1.089628729	3.343835014	1.213671911	1.634208583	0.190479498	2.364086855	2.086643561	-2.619077931	3.713962908	1.096341058	3.738792564	1.209980657	-0.86391595	2.51183812	-1.743301921	4.183244667	0.215569284	2.681940724	2.550773659	3.343406868	-3.756821682	3.689459524	0.984265318	1.794225163	4.193392468	4.019166498	4.196947056	1.213400844	2.347513614	1.974651499	1.20724557	2.842161668	1.545345284	1.200189458	-2.598281133	-0.680333406	-0.62261489	3.377130022	3.81895009	3.38457519	6.181682816	3.456956681	2.388717341	0.951525498	3.192226382	-1.679464055	3.569739714	1.011827795	2.586041964	-1.701321884	2.223529025	2.843687161	3.766792574	3.323588992	3.257136113	2.260346162	-0.159768048	0.843669863	0.107195158	1.119967669	-3.859211362	1.958262361	-0.69093147	2.332860233	1.679065557	3.264951581	-1.101855576	3.148487631	5.310312578	1.09613874	-4.49966868	-0.544523971
Low.risk.2	2.355157231	-1.592152235	2.808659861	2.898177592	-0.388209632	-3.86629492	4.892792269	1.202268698	2.030518866	0.612649355	2.590851578	0.186935046	2.36766413	2.231001188	0.929946364	0.619975063	0.739403375	2.166762345	-1.990251911	2.36897274	2.542517009	2.860765163	3.706651425	-2.930128983	2.702283236	1.88277007	3.061954791	-1.597687792	-1.213481449	-3.475552162	0.070633431	3.070460899	3.747116444	4.155531761	-6.033674295	3.071611821	4.24681504	3.561469161	2.436966575	-2.33945137	1.121017447	-2.257996413	-0.954893866	-4.551770861	4.842512457	2.580595282	2.505909586	-0.049647245	1.043591506	-0.634199034	1.623753702	1.875748453	1.476156771	7.552540061	2.200717534	1.42219635	-0.264155268	1.871339637	2.590947272	1.364393368	2.222703142	3.729706868	3.468701231	2.280158849	3.614737407	-5.146612537	-1.855727432	0.136191779	1.786636462	4.0692957	1.281118725	4.743488262	5.096813547	-3.404225122	7.829653945	-3.077272496	3.700397048	-3.265336052	-5.597842138	1.902079722	2.888695373	1.034724772	4.165644589	2.101094012	-2.097628434	3.771011205	0.677321988	4.181884529	3.116203017	1.166684495	2.977442812	2.732081463	1.607989445	2.352752289	2.835484977	4.84681461	5.215638238	1.183931776	4.928904761	3.124183542	-0.972400276	4.621248628	2.435486188	3.713858276	1.790786773	3.11867507	4.969245243	2.927332188	3.726251251	2.65523435	4.983887183	4.730226757	5.53547188	-5.021607652	3.683282929	4.27493957	-0.385416637	0.055497249	0.324829705	3.944767772	1.303777738	2.551032987	4.936449201	3.670780064	1.563007465	-3.15822952	4.34027857	3.495843853	4.212082944	5.06166619	3.281979782	3.876516553	3.393503841	3.809622685	3.083210721	3.918484072	1.186213424	3.071668936	1.314302768	0.442963573	3.289395936	4.325631965	3.500117682	2.548848106	0.680135063	4.897492746	2.51272369	0.600419672	3.377416862	0.186172486	3.834001858	3.483683077	1.393054482	4.780402891	4.385856745	5.353020529	4.037442056	5.249064266	-1.496734237	7.712621812	-3.856250101	-3.985084339	3.389016104	0.25086163	-6.033964259	-0.258908966	4.404302293	1.142680061	1.698509821	0.669856641	2.808004794	2.298950876	-0.975884731	4.104830157	1.392951877	3.867777784	2.219995247	-0.275822481	2.779511558	-0.389129452	4.458389794	-1.620364331	3.14449285	3.17388884	4.050332405	-3.256686477	4.638557003	2.07173234	3.009940367	4.583426757	4.208364658	4.711871228	1.67442437	4.430709439	2.831576924	1.741657669	3.293556832	1.625388703	1.92472281	-2.403778791	0.125239704	-0.612466637	3.710144429	3.989675953	3.753712375	6.236176647	4.022094056	3.287880118	1.669796317	3.416887511	-0.785815612	4.121546461	1.460950752	3.24967337	-1.234929186	3.113262257	3.777289935	4.163077669	3.977122669	3.837499588	2.621880215	0.096475946	1.138189544	0.62008212	1.987708087	-3.317819154	2.814911341	-0.588167789	2.527498045	1.957521406	3.815131189	-0.961387483	4.388564825	5.867022984	3.319486294	-3.790385774	-0.423687514
Low.risk.3	2.489312773	-1.88592234	3.003937551	2.936133463	0.077523043	-3.279823272	4.940773581	1.704973384	2.323127387	1.106617205	2.899831216	1.206088929	2.758274612	2.493783811	1.199263895	0.567741239	0.618130439	2.383081254	-2.014548718	2.752622533	2.63875234	2.983830807	4.005100386	-2.131507892	3.031241993	2.144337401	3.490311207	-1.763286874	-0.945900203	-2.717215961	0.604937427	3.449915927	3.979768207	4.085345677	-5.660935359	3.389527544	4.189799444	3.772839424	2.579866936	-1.821289436	1.585874339	-2.310634246	-0.333172893	-3.767641224	5.029375931	3.224874328	2.790370142	0.143078918	1.086845903	-0.516456193	2.145942953	1.715115342	1.499495947	6.959012137	2.239625189	1.895902118	0.23604321	2.254488005	2.42028421	1.518552682	2.008754953	4.006533098	3.718564641	2.444909464	4.088408707	-4.208615005	-1.28531739	0.363215833	1.748846019	3.886031656	1.91046357	4.78093739	5.41756069	-3.034061197	8.311421739	-2.734025519	3.691374312	-3.008381411	-4.951262199	2.244311287	3.529649598	1.622446875	4.264602047	2.139125975	-0.407898109	4.271375077	1.877089154	4.392377464	3.928045891	1.255000289	3.319868253	3.018183229	2.487233203	3.004368786	3.378341076	5.299355437	5.328745941	1.479212172	4.776294235	3.246156122	0.866430609	4.737963287	2.515970942	3.833206202	1.8108721	3.553935974	4.846461804	3.474611453	4.140105972	3.206512656	5.036251411	4.568002432	5.553383499	-4.291771649	4.007235224	4.138935547	-0.64907243	-0.178677931	-0.04118828	4.170916348	0.833072971	2.624146743	4.902452169	3.881852229	1.40360069	-2.707943482	4.615819121	3.778345111	4.157257034	5.321625187	3.433510083	4.007749929	3.830158115	3.987729626	3.574163685	4.341498889	1.354073197	3.668026142	3.109788282	1.917884145	3.548304244	4.141912289	3.676077679	3.091444749	1.005134716	5.132344112	2.57827792	0.626123755	4.108870301	0.062788008	4.421972298	4.22860104	1.87142816	4.971199233	4.705843895	5.53267201	3.540756905	5.221824805	-0.406243437	7.776236932	-3.950037607	-3.614022341	3.111561793	0.231508023	-4.787369319	0.285132447	4.301765834	1.159953858	1.375797991	0.691627298	2.86138759	2.350521901	-1.334521673	3.980621248	1.453540732	4.002162434	2.601313346	0.136925716	2.662898097	0.318719691	4.498804623	-0.439824797	3.192338624	3.022786783	3.935068837	-3.349927025	4.356084037	2.255021253	2.511459383	4.451858254	4.293473992	4.595449292	2.104902519	3.878011553	2.870365769	2.224880614	3.510117877	2.029387664	2.102650039	-2.472076985	0.004291203	-0.707322296	3.594619154	4.003174496	3.799780173	5.891493343	3.538685881	2.916754762	1.753180929	3.340957725	-0.529290112	3.987753686	2.104882192	3.14539638	-1.183496549	3.161619765	3.50156052	4.193037397	3.860401256	4.213656147	2.587465916	0.024058704	1.582267764	1.315128744	1.750887434	-2.675861395	2.04773057	-0.795790891	2.589483648	1.914676469	3.522187997	-1.159891917	3.640794001	5.858874118	2.538348074	-4.148851648	-0.111720658
Low.risk.4	2.418034811	-2.006704936	2.501746788	2.881491507	-0.632476245	-3.808415338	4.59210558	1.721448763	2.014604406	0.379382995	2.751455544	0.801155337	2.358797474	2.216810687	0.804306565	0.30632372	0.773919134	2.389540989	-2.170919367	2.663218127	2.117935166	2.805403447	3.736528136	-2.894095185	2.523811055	1.897085866	2.526204444	-2.12280793	-1.086536801	-3.657089379	0.289162618	3.04227147	3.817690142	4.05899156	-6.028711012	2.870671836	3.625441731	3.428358346	2.50006156	-2.264076026	0.924278901	-4.040520988	-1.262616329	-4.417580348	4.639125229	2.680345075	2.231284317	-0.324127081	0.830925045	-0.572797079	1.358617287	1.628274341	1.152126481	7.261203317	1.829608955	1.52375334	-0.116618377	2.338398659	2.530779105	1.76934612	2.057571749	3.479786972	2.638355257	1.635414493	2.819220339	-4.782015208	-1.733997415	0.401891473	2.252843971	3.530398154	0.881591514	4.569823272	4.81571381	-3.543229739	7.9932682	-2.657371713	3.939456568	-3.280426484	-5.889582685	2.113382713	2.55428957	1.030901919	3.709973144	1.884270834	-2.147709628	4.054054363	0.415093334	3.783384459	2.79619558	0.814673466	2.319839959	2.277238817	1.515878628	2.754011038	2.671985086	4.55809987	4.761442857	0.845729218	4.453955098	2.684344665	-0.207725926	4.229195931	2.444014008	3.678178131	1.560283586	2.756714122	4.611684408	2.625177578	3.493202445	2.118774542	5.048102166	4.06371331	5.380523216	-5.180206835	3.167035431	3.816766227	-1.033269452	-1.030883136	-0.581663954	3.843423917	0.292994396	2.328617942	4.414961602	3.459436929	0.850187082	-2.984898674	4.147192126	3.307947914	4.034671843	4.730768936	2.99101491	3.859638668	3.646262224	3.306966286	2.815548107	3.979590763	0.703117981	2.501801038	1.56751412	1.3105172	2.78116948	4.022946237	2.760739561	2.417869482	0.219623175	4.281260649	2.351208174	0.305104309	3.578872709	-1.645165317	3.802839969	3.274813622	1.153420539	4.621516074	4.187417456	5.183638778	2.683395888	4.714341232	-1.904770402	7.446453462	-4.64011874	-4.156265487	2.700840743	0.165413966	-5.492527059	-0.805917445	3.90726329	1.107954604	1.077329012	0.540158309	2.522456358	1.710139698	-1.703310744	3.467122518	1.096428885	3.553194681	2.107033421	-0.325023721	2.447878949	-0.598093794	3.944510281	-1.487792965	2.742668035	2.828679601	3.660611515	-3.144791892	4.177729744	1.58326316	2.240060488	4.224229635	4.195062739	4.191210171	1.693923232	2.96425485	2.571250735	1.572868868	2.921933998	1.974285867	1.316746252	-2.537844873	-0.029282349	-1.235559915	3.193955165	3.98225385	3.559163919	6.132031167	3.604520042	2.745488702	0.786360705	3.274151017	-0.878282923	3.730706431	1.461913977	2.869809297	-1.196008072	2.394632948	3.176774068	4.356445149	3.736204281	3.811160072	2.583629854	-0.12897717	1.211930482	0.569295507	1.546418569	-3.634362326	2.218410651	-1.176374245	2.298362684	1.752569817	3.336656731	-1.671972828	3.610680809	5.157003528	1.279668789	-4.638491211	0.094939128
High.risk.2	2.72129181	-1.429120727	2.525499253	2.964079783	-0.604853344	-3.503750083	4.820973797	1.244823003	2.356739694	0.842287128	2.996531997	0.268338312	2.551713097	2.26112352	0.84802831	0.472409478	0.234825209	2.521700092	-2.275814892	2.890484866	2.082182155	2.080058312	3.886582393	-2.278196358	2.765160926	2.008824355	4.037665829	-1.877326458	-0.766484544	-2.980497066	0.486655857	3.179608881	4.006006481	3.947549317	-6.410064353	2.287326304	4.170026552	3.723951775	2.669822629	-1.842838024	1.808935181	-2.466407532	-0.029620131	-3.703798554	5.107119847	3.605908289	2.660207403	-0.231308054	0.524401635	-0.056667745	2.21346168	1.166956496	1.331639314	6.659563455	2.205360872	2.126553064	0.199899739	2.506931699	3.04563811	2.494481219	2.453692551	4.054364765	3.592665771	2.462324464	4.496659147	-3.41666241	-0.665784092	0.019785188	1.966852147	3.852545549	2.167859745	4.874985784	5.225787921	-3.052475314	7.995337729	-2.74446508	3.168210984	-2.808752272	-5.129555108	2.333820032	3.538249236	2.050438977	4.176336386	2.278775458	-1.188285955	3.898806872	2.116347271	4.701184866	2.762788336	1.475224434	3.491082939	2.470876794	1.642836379	2.970658412	3.821122691	4.798084674	5.183600785	1.751809164	4.877894612	2.783354418	0.418957247	4.500412979	2.076727342	4.591017017	1.814101782	3.200351411	4.809862686	3.10232083	3.591168336	3.032101142	5.147898989	4.617320393	5.619318679	-4.506916062	4.033386644	4.019396312	-0.554832963	0.026170285	-0.030369184	3.971902472	0.803310214	2.296342916	4.563167757	3.74995438	1.975904508	-2.97576648	4.564829264	3.703884103	4.613520176	5.128882894	3.672533226	3.916062806	3.899215339	3.984136187	3.289991748	4.205628562	1.3876181	3.321990513	3.505696772	0.595246093	3.129720616	4.389662382	3.276984473	2.338187727	0.002006918	4.718710201	2.664905528	0.30988328	4.238080163	-0.362371545	3.716519619	3.624359961	1.776799797	4.644288245	4.641698836	5.544013718	3.691930692	5.418734561	-1.318558183	7.688701143	-3.771003067	-3.92757814	3.122856261	0.172933147	-5.468039313	0.03647761	4.096743762	1.281852682	1.182947095	1.21408311	2.934873715	2.602994105	-1.469155369	4.123339401	2.120968216	4.049817827	2.144407843	0.043865866	2.706525659	-0.843405353	4.277002656	0.084062634	3.064593633	2.713769265	4.018682996	-3.012562475	4.475819999	1.754419246	2.411185041	4.495715287	4.262936893	4.595858141	1.931205901	3.598287323	2.619047772	2.065561934	3.516916847	2.089020242	1.737388941	-2.539565253	0.180094454	-0.684784227	3.97796319	4.188750459	3.936067775	6.489350067	3.820755503	2.843497444	1.123745834	3.210654115	-0.787251687	3.889483435	1.265531327	3.014686249	-1.482770468	3.337176273	3.182192689	4.096199103	3.700671812	4.008328559	2.757906916	0.205611843	1.283294024	0.156465037	1.674495356	-1.502053483	2.841865102	-0.268598577	2.55637981	1.96087347	3.199419878	-1.725187216	3.124900361	5.811764192	2.918958603	-3.766480376	0.455459886
