"","B cells naive","B cells memory","Plasma cells","T cells CD8","T cells CD4 naive","T cells CD4 memory resting","T cells CD4 memory activated","T cells follicular helper","T cells regulatory (Tregs)","T cells gamma delta","NK cells resting","NK cells activated","Monocytes","Macrophages M0","Macrophages M1","Macrophages M2","Dendritic cells resting","Dendritic cells activated","Mast cells resting","Mast cells activated","Eosinophils","Neutrophils","P-value","Correlation","RMSE"
"TCGA-BR-A4QL-01A",0,0.0600076388047305,0.0119595265868906,0.148207092934471,0,0.220308716194061,0.113751717962855,0,0.0260860142798372,0,0,0.0815231154520753,0,0.120223324449912,0.0708171079138987,0.125326441012403,0.0068699060677715,0,0.0149193983410943,0,0,0,0,0.302868150727125,0.965104662042222
"TCGA-VQ-AA6A-01A",0.016670278320133,0.0212617769439632,0.127312966615664,0.0547347833723275,0,0.312311630252839,0,0,0.0358191599445579,0,0,0.0697870916739283,0.00519868585628614,0.107160339309272,0.0494502309563535,0.106651252083717,0,0.0510738987253939,0.0236073944189824,0.0189605115265829,0,0,0,0.237089228722609,0.991664343902147
"TCGA-HF-7132-01A",0.00747138644995123,0.0733648149319985,0.119057584061146,0.148189955461594,0,0.151417970416498,0.038341016300501,0.0119871780376814,0.0542362945329817,0,0,0.00864753596235663,0,0.0332719569599939,0.073335216570687,0.116045568145598,0.0804834041704715,0,0.0412437106192963,0,0.0342005450863032,0.00870586229294246,0,0.519607906767747,0.860714845392517
"TCGA-BR-A4IV-01A",0,0.10391932935924,0.132265399272167,0.0722213463381018,0,0.169366795135628,0,0.0514720757266981,0,0,0,0.0721902673386153,0.047428372952799,0,0.0378757547914169,0.224743267073207,0.00323776892100547,0.041091378339007,0.0420322570295168,0,0.00215598772259733,0,0,0.420516202846096,0.906485557825752
"TCGA-CG-5718-01A",0.00130535153265958,0.0364307038389605,0.199081664318144,0.0172046353578806,0,0.178929407820754,0.0128051139546317,0,0.0416995593708214,0.0223923495381828,0.027365401316237,0,0.0111530885621774,0.0674206483300235,0.0558904544662496,0.132269846061786,0.0323258173454285,0.0353779677810698,0,0.0540088632730058,0,0.0743391271319876,0,0.480807064573895,0.878063107999064
"TCGA-BR-8296-01A",0.200771899038354,0,0.0585047617009074,0.131282521720985,0,0.253287268661777,0.0267305717582698,0,0.0112910429293539,0,0,0.0180314199068061,0.0177431448603765,0.0506824996554679,0.0641453281382724,0.0749328815931476,0,0.0560656654823632,0.0365309945539201,0,0,0,0,0.565618734040339,0.830365547135272
"TCGA-HU-A4GY-11A",0.0598440796872984,0,0.0426664661563329,0.071195331048774,0,0.268283873438964,0,0,0,0,0,0.0230968518065715,0.0134033057600265,0,0.0180871251637267,0.325418577046808,0.000489890343994771,0.00600101289312535,0.171513486654377,0,0,0,0,0.2394573279821,0.985015019698892
"TCGA-BR-8680-01A",0.0423518985571879,0.0236950628183919,0.0505143042672374,0.191073332877442,0,0.0768455037319711,0.0577803159804383,0.0914486981038281,0.00968688174033224,0,0.027566464309478,0,0,0.177843167891854,0.0390326980039595,0.12689215877395,0.0176636169706158,0,0.00115663964244204,0.037231939155878,0.0292173171749936,0,0.02,0.14631758666076,1.02746595373298
"TCGA-VQ-A8P2-01A",0.106391219272457,0,0.102460288074867,0.105534811389111,0,0.312231030486764,0,0,0,0,0,0.0187715043459887,0,0.0991097881497079,0.000822098493273949,0.121723182086772,0,0.0191788670087331,0,0.107003904779574,0.000372539512369143,0.0064007664003818,0,0.220475570787788,1.00170999043258
"TCGA-CD-8533-01A",0.106424309354447,0,0.112593085799967,0.0945873338595451,0,0.138657792413767,0.100501188963819,0,0.0502431719994667,0,0.0252735136689471,0,0,0.019556392406338,0.0386532063554711,0.129422554385292,0.145278697256515,0,0.0388087535364247,0,0,0,0,0.178027160710763,1.00710627310134
"TCGA-IP-7968-11A",0,0.0625315233641733,0.187608184598916,0.0704191224327822,0,0.122744259188511,0,0.0151558815443836,0,0,0,0,0.0476303273795199,0,0.0418635421968024,0.188731375510465,0.0124940003944502,0.0542220437500735,0.157317172455056,0,0,0.0392825671848661,0,0.343262904163108,0.940710510973425
