"Patient","No benefits","Responder","TIDE","IFNG","MSI Expr Sig","Merck18","CD274","CD8","CTL.flag","Dysfunction","Exclusion","MDSC","CAF","TAM M2"
"Low.risk.38","False","False","0.19","-0.08","0.78","-0.10","0.00","-0.23","False","-1.11","0.19","0.09","-0.12","0.06"
"Low.risk.118","False","False","0.18","-0.32","0.48","-0.29","0.00","-0.39","False","-0.44","0.18","0.00","-0.08","0.08"
"Low.risk.123","False","False","0.18","-0.26","0.47","-0.23","0.00","-0.42","False","-0.40","0.18","0.04","-0.05","0.02"
"High.risk.100","False","False","0.17","0.36","0.72","0.24","0.00","0.29","True","0.17","-0.23","0.05","0.02","-0.10"
"Low.risk.28","False","False","0.16","0.18","0.47","0.13","0.00","0.28","True","0.16","-1.35","-0.13","-0.05","-0.02"
"Low.risk.55","False","False","0.16","0.05","0.44","-0.20","0.00","-0.49","False","-2.01","0.16","0.13","-0.13","0.02"
"High.risk.17","False","False","0.14","0.31","0.49","0.24","0.00","0.39","True","0.14","-0.85","-0.03","-0.08","-0.02"
"Low.risk.29","False","False","0.14","0.09","0.39","0.12","0.00","0.32","True","0.14","0.86","0.07","0.04","0.03"
"High.risk.171","False","False","0.14","-0.03","0.51","-0.03","0.00","0.06","True","0.14","0.99","-0.07","0.23","-0.02"
"High.risk.174","False","False","0.13","0.31","0.43","0.15","0.00","0.05","True","0.13","-1.08","-0.04","-0.10","-0.03"
"Low.risk.36","False","False","0.13","-0.19","0.33","-0.15","0.00","-0.43","False","-0.39","0.13","0.02","0.02","-0.01"
"High.risk.143","False","False","0.13","-0.02","0.48","-0.04","0.00","0.02","False","0.34","0.13","0.03","-0.03","0.01"
"Low.risk.64","False","False","0.12","-0.10","0.44","-0.14","0.00","-0.47","False","-0.52","0.12","0.13","-0.11","0.01"
"Low.risk.1","False","False","0.12","0.25","0.47","0.19","0.00","0.20","True","0.12","-0.89","-0.04","-0.05","-0.04"
"High.risk.118","False","False","0.11","-0.23","0.49","-0.11","0.00","-0.06","False","0.86","0.11","-0.14","0.15","0.01"
"High.risk.158","False","False","0.11","0.25","0.67","0.17","0.00","0.13","True","0.11","0.07","0.00","0.06","-0.07"
"High.risk.175","False","False","0.10","0.01","0.40","0.06","0.00","0.14","False","-0.21","0.10","0.03","0.02","-0.03"
"High.risk.38","False","False","0.09","-0.27","0.59","-0.11","0.00","0.17","False","0.64","0.09","-0.12","0.12","0.02"
"High.risk.142","False","False","0.09","-0.35","0.66","-0.50","0.00","-0.67","False","-0.82","0.09","-0.00","-0.04","0.05"
"Low.risk.160","False","False","0.08","-0.38","0.40","-0.33","0.00","-0.58","False","-1.39","0.08","0.09","-0.11","0.03"
"Low.risk.42","False","False","0.08","0.14","0.36","0.07","0.00","0.08","True","0.08","1.23","0.14","0.01","0.03"
"Low.risk.122","False","False","0.07","-0.03","0.46","-0.05","0.00","-0.21","False","-0.60","0.07","0.03","-0.06","0.03"
"Low.risk.158","False","False","0.06","0.21","0.73","0.19","0.00","0.30","True","0.06","-0.95","0.00","-0.10","-0.06"
"Low.risk.129","False","False","0.04","0.20","0.37","0.14","0.00","0.31","True","0.04","0.87","0.11","0.04","-0.01"
"High.risk.124","False","False","0.03","-0.07","0.43","-0.03","0.00","-0.17","False","0.74","0.03","-0.16","0.21","-0.05"
"High.risk.93","False","False","0.02","0.32","0.56","0.15","0.00","0.18","True","0.02","-1.19","-0.05","-0.07","-0.06"
"Low.risk.151","False","False","0.00","0.05","0.37","0.02","0.00","-0.07","False","-0.35","0.00","0.08","-0.01","-0.04"
"High.risk.160","False","True","-0.01","-0.12","0.53","-0.03","0.00","-0.01","False","0.24","-0.01","-0.02","0.02","0.00"
"Low.risk.132","False","True","-0.02","-0.10","0.40","-0.06","0.00","-0.10","False","-0.17","-0.02","0.07","-0.07","0.00"
"Low.risk.130","False","True","-0.05","0.23","0.44","0.23","0.00","0.32","True","-0.05","-0.58","0.04","-0.14","0.00"
"High.risk.84","False","True","-0.05","0.25","0.65","0.15","0.00","0.20","True","-0.05","-0.15","-0.08","0.04","0.02"
"High.risk.57","False","True","-0.06","0.19","0.73","0.07","0.00","-0.09","False","-0.37","-0.06","0.02","-0.00","-0.06"
"Low.risk.78","False","True","-0.08","-0.12","0.32","0.05","0.00","0.02","False","0.30","-0.08","-0.02","-0.03","0.04"
"Low.risk.108","False","True","-0.09","-0.18","0.59","-0.16","0.00","-0.27","False","-1.21","-0.09","0.08","-0.10","0.00"
"Low.risk.51","False","True","-0.10","-0.01","0.44","-0.12","0.00","-0.36","False","-0.78","-0.10","-0.07","0.09","-0.03"
"Low.risk.93","False","True","-0.10","0.20","0.38","0.06","0.00","0.03","True","-0.10","-0.62","0.07","-0.18","0.02"
"Low.risk.77","False","True","-0.10","-0.03","0.44","0.10","0.00","0.09","True","-0.10","0.40","0.05","0.05","-0.04"
"Low.risk.111","False","True","-0.11","0.04","0.47","0.01","0.00","0.11","False","-0.35","-0.11","0.07","-0.08","-0.01"
"Low.risk.170","False","True","-0.12","-0.06","0.46","-0.09","0.00","-0.05","False","-0.40","-0.12","0.03","-0.10","0.04"
"Low.risk.120","False","True","-0.13","-0.34","0.50","-0.32","0.00","-0.63","False","-1.24","-0.13","0.09","-0.17","0.05"
"Low.risk.67","False","True","-0.14","0.04","0.42","-0.10","0.00","-0.17","False","-0.99","-0.14","0.10","-0.15","0.02"
"High.risk.166","False","True","-0.14","0.01","0.49","-0.06","0.00","-0.09","False","-0.86","-0.14","0.09","-0.16","0.04"
"Low.risk.31","False","True","-0.14","0.36","0.49","0.29","0.00","0.54","True","-0.14","-2.25","-0.08","-0.25","-0.03"
"Low.risk.63","False","True","-0.15","-0.18","0.46","-0.03","0.00","0.07","True","-0.15","1.44","0.15","0.05","0.02"
"Low.risk.4","False","True","-0.19","0.58","0.58","0.34","0.00","0.50","True","-0.19","-2.54","-0.11","-0.17","-0.11"
"Low.risk.107","False","True","-0.20","-0.08","0.74","-0.08","0.00","-0.25","False","-1.34","-0.20","0.08","-0.16","0.02"
"Low.risk.6","False","True","-0.22","-0.06","0.49","-0.12","0.00","-0.19","False","-0.98","-0.22","-0.00","-0.02","-0.01"
"Low.risk.113","False","True","-0.22","0.30","0.58","0.19","0.00","0.29","True","-0.22","-1.71","-0.01","-0.20","-0.08"
"Low.risk.82","False","True","-0.22","-0.02","0.45","0.05","0.00","0.14","False","-0.37","-0.22","0.05","-0.09","0.01"
"High.risk.30","False","True","-0.23","0.13","0.71","0.05","0.00","0.09","True","-0.23","0.27","0.00","0.01","0.01"
"Low.risk.19","False","True","-0.24","0.16","0.38","0.12","0.00","0.14","True","-0.24","-0.42","0.01","-0.07","0.00"
"Low.risk.121","False","True","-0.26","-0.19","0.56","-0.23","0.00","-0.37","False","-0.21","-0.26","0.01","-0.07","0.01"
"High.risk.8","False","True","-0.27","0.20","0.50","0.18","0.00","0.37","True","-0.27","-0.07","0.00","-0.04","0.03"
"High.risk.168","False","True","-0.27","0.07","0.75","0.10","0.00","0.15","True","-0.27","-0.35","0.05","-0.05","-0.06"
"Low.risk.174","False","True","-0.28","0.11","0.45","0.03","0.00","0.14","False","-0.49","-0.28","0.06","-0.12","0.01"
"Low.risk.99","False","True","-0.28","-0.31","0.52","-0.23","0.00","-0.36","False","-0.38","-0.28","-0.02","-0.07","0.04"
"High.risk.176","False","True","-0.28","-0.19","0.50","-0.08","0.00","-0.05","False","0.43","-0.28","-0.18","0.13","0.02"
"Low.risk.109","False","True","-0.31","0.31","0.69","0.22","0.00","0.40","True","-0.31","-1.49","-0.00","-0.20","-0.05"
"Low.risk.16","False","True","-0.31","-0.15","0.43","-0.08","0.00","-0.10","False","0.57","-0.31","-0.08","0.03","0.01"
"Low.risk.124","False","True","-0.31","-0.12","0.45","-0.05","0.00","-0.01","False","-0.75","-0.31","0.04","-0.11","0.02"
"High.risk.6","False","True","-0.32","0.01","0.56","0.03","0.00","0.16","True","-0.32","0.59","-0.08","0.20","-0.03"
"High.risk.20","False","True","-0.33","-0.31","0.70","-0.03","0.00","0.31","True","-0.33","-0.47","-0.07","-0.07","0.06"
"Low.risk.76","False","True","-0.33","-0.16","0.63","-0.01","0.00","-0.01","False","0.54","-0.33","-0.07","0.06","-0.04"
"Low.risk.8","False","True","-0.35","0.25","0.72","0.16","0.00","0.14","True","-0.35","0.09","0.01","0.03","-0.02"
"Low.risk.23","False","True","-0.35","0.14","0.75","0.19","0.00","0.38","True","-0.35","-0.63","0.05","-0.13","-0.01"
"Low.risk.68","False","True","-0.36","-0.14","0.45","-0.14","0.00","-0.32","False","-0.52","-0.36","-0.04","-0.03","0.02"
"High.risk.60","False","True","-0.37","-0.19","0.49","-0.10","0.00","0.01","False","0.49","-0.37","-0.17","0.10","0.04"
"Low.risk.74","False","True","-0.37","0.02","0.46","-0.01","0.00","-0.06","False","-1.00","-0.37","0.07","-0.18","0.04"
"Low.risk.142","False","True","-0.38","0.20","0.70","0.10","0.00","0.08","True","-0.38","0.60","0.12","0.05","-0.09"
"Low.risk.167","False","True","-0.38","-0.35","0.45","-0.36","0.00","-0.54","False","-1.31","-0.38","0.09","-0.23","0.07"
"Low.risk.50","False","True","-0.40","0.00","0.41","-0.10","0.00","-0.18","False","-0.10","-0.40","0.03","-0.07","-0.01"
"Low.risk.159","False","True","-0.41","0.20","0.69","0.10","0.00","0.16","True","-0.41","0.68","0.06","0.08","-0.05"
"Low.risk.162","False","True","-0.42","0.07","0.70","0.07","0.00","0.16","True","-0.42","-1.54","0.02","-0.25","-0.02"
"Low.risk.72","False","True","-0.44","0.26","0.39","0.10","0.00","0.01","True","-0.44","0.49","0.07","-0.04","0.05"
"Low.risk.143","False","True","-0.44","-0.21","0.55","-0.13","0.00","-0.11","False","-1.28","-0.44","0.05","-0.18","0.05"
"Low.risk.154","False","True","-0.44","0.10","0.40","0.05","0.00","0.02","True","-0.44","0.02","0.07","-0.08","0.01"
"Low.risk.71","False","True","-0.46","0.40","0.51","0.26","0.00","0.29","True","-0.46","-0.70","-0.01","-0.05","-0.06"
"High.risk.144","False","True","-0.47","-0.26","0.56","-0.21","0.00","-0.18","False","-0.31","-0.47","-0.03","-0.07","0.02"
"High.risk.177","False","True","-0.47","0.13","0.37","0.08","0.00","0.12","True","-0.47","1.41","0.12","0.18","-0.08"
"Low.risk.105","False","True","-0.47","-0.22","0.43","-0.18","0.00","-0.34","False","-0.75","-0.47","0.08","-0.18","0.01"
"Low.risk.57","False","True","-0.48","-0.01","0.39","0.05","0.00","-0.06","False","0.84","-0.48","-0.01","-0.07","0.00"
"High.risk.86","False","True","-0.48","0.39","0.40","0.16","0.00","0.11","True","-0.48","-0.94","-0.00","-0.10","-0.03"
"High.risk.89","False","True","-0.49","-0.07","0.47","-0.05","0.00","-0.13","False","-0.57","-0.49","-0.03","-0.05","0.00"
"Low.risk.37","False","True","-0.49","0.24","0.49","0.09","0.00","0.05","True","-0.49","-1.59","-0.05","-0.12","-0.06"
"Low.risk.110","False","True","-0.49","0.33","0.44","0.22","0.00","0.30","True","-0.49","-1.69","-0.01","-0.21","-0.04"
"Low.risk.88","False","True","-0.50","-0.13","0.47","-0.10","0.00","-0.15","False","-0.62","-0.50","0.02","-0.10","0.00"
"High.risk.67","False","True","-0.50","0.16","0.47","0.01","0.00","0.07","True","-0.50","-0.14","-0.03","0.01","-0.00"
"Low.risk.104","False","True","-0.50","0.03","0.40","-0.00","0.00","-0.07","False","-0.67","-0.50","0.06","-0.18","0.03"
"Low.risk.150","False","True","-0.51","-0.03","0.54","0.06","0.00","0.20","True","-0.51","0.98","0.10","0.04","0.02"
"Low.risk.106","False","True","-0.52","-0.27","0.49","-0.24","0.00","-0.26","False","-0.83","-0.52","0.02","-0.12","0.01"
"Low.risk.94","False","True","-0.52","0.28","0.78","0.20","0.00","0.15","True","-0.52","-1.18","0.02","-0.09","-0.11"
"Low.risk.166","False","True","-0.61","-0.25","0.46","-0.24","0.00","-0.34","False","-0.92","-0.61","0.04","-0.14","-0.00"
"Low.risk.69","False","True","-0.63","0.34","0.53","0.21","0.00","0.30","True","-0.63","-1.18","0.01","-0.14","-0.05"
"Low.risk.45","False","True","-0.65","-0.15","0.39","-0.11","0.00","-0.29","False","0.32","-0.65","-0.06","-0.07","0.03"
"Low.risk.30","False","True","-0.66","0.00","0.69","-0.00","0.00","-0.15","False","-0.89","-0.66","0.01","-0.10","-0.01"
"Low.risk.137","False","True","-0.67","0.14","0.50","0.00","0.00","-0.09","False","0.92","-0.67","-0.03","-0.01","-0.05"
"Low.risk.125","False","True","-0.69","-0.04","0.50","0.06","0.00","0.14","True","-0.69","-0.78","0.03","-0.16","-0.01"
"Low.risk.48","False","True","-0.70","-0.04","0.44","-0.03","0.00","-0.05","False","0.01","-0.70","-0.05","-0.08","0.02"
"High.risk.95","False","True","-0.70","-0.07","0.59","0.02","0.00","0.04","False","0.73","-0.70","-0.06","-0.06","0.01"
"Low.risk.155","False","True","-0.72","-0.09","0.36","-0.01","0.00","0.03","True","-0.72","0.34","0.12","-0.15","0.06"
"Low.risk.89","False","True","-0.74","0.05","0.80","0.03","0.00","0.10","True","-0.74","-0.76","0.05","-0.17","0.00"
"Low.risk.179","False","True","-0.75","-0.22","0.46","-0.23","0.00","-0.48","False","-0.73","-0.75","0.03","-0.09","-0.05"
"Low.risk.165","False","True","-0.75","0.10","0.44","0.11","0.00","0.27","True","-0.75","-0.76","0.05","-0.11","-0.05"
"Low.risk.100","False","True","-0.75","0.19","0.74","0.12","0.00","0.09","True","-0.75","-0.99","0.06","-0.17","-0.05"
"High.risk.169","False","True","-0.79","-0.10","0.53","-0.11","0.00","-0.21","False","0.02","-0.79","-0.08","-0.05","0.02"
"High.risk.91","False","True","-0.82","0.13","0.71","0.00","0.00","-0.18","False","-0.91","-0.82","-0.05","-0.02","-0.06"
"Low.risk.24","False","True","-0.82","0.11","0.74","0.07","0.00","0.06","True","-0.82","-0.43","0.08","-0.19","0.03"
"Low.risk.163","False","True","-0.83","0.01","0.67","0.00","0.00","-0.03","False","0.34","-0.83","-0.08","-0.01","-0.03"
"Low.risk.146","False","True","-0.83","-0.14","0.43","-0.09","0.00","-0.45","False","-0.39","-0.83","0.01","-0.14","0.00"
"Low.risk.101","False","True","-0.84","-0.27","0.78","-0.29","0.00","-0.53","False","-1.52","-0.84","0.05","-0.23","0.04"
"Low.risk.7","False","True","-0.87","0.21","0.70","0.12","0.00","0.09","True","-0.87","-1.36","0.00","-0.20","-0.01"
"High.risk.103","False","True","-0.88","-0.27","0.66","-0.05","0.00","-0.09","False","1.03","-0.88","-0.11","-0.05","0.04"
"High.risk.120","False","True","-0.88","-0.14","0.50","-0.08","0.00","-0.11","False","0.99","-0.88","-0.16","0.05","-0.01"
"Low.risk.102","False","True","-0.91","-0.09","0.45","0.06","0.00","0.05","True","-0.91","0.13","0.02","-0.04","0.05"
"Low.risk.112","False","True","-0.92","0.13","0.75","0.03","0.00","0.09","True","-0.92","0.39","0.12","-0.05","-0.02"
"Low.risk.5","False","True","-0.94","0.18","0.65","0.10","0.00","0.12","True","-0.94","0.33","0.01","0.09","-0.04"
"High.risk.51","False","True","-0.96","0.30","0.79","0.23","0.00","0.33","True","-0.96","-1.24","-0.02","-0.16","-0.02"
"Low.risk.115","False","True","-1.01","-0.01","0.43","-0.06","0.00","-0.11","False","0.17","-1.01","0.02","-0.15","-0.04"
"Low.risk.52","False","True","-1.02","0.01","0.71","0.04","0.00","0.03","True","-1.02","-0.04","0.01","0.05","-0.06"
"Low.risk.178","False","True","-1.05","0.07","0.39","0.03","0.00","0.05","False","0.11","-1.05","0.00","-0.14","-0.04"
"Low.risk.175","False","True","-1.05","0.18","0.46","0.09","0.00","0.05","True","-1.05","-0.58","0.05","-0.14","-0.00"
"Low.risk.53","False","True","-1.06","0.11","0.45","-0.12","0.00","-0.48","False","-1.50","-1.06","0.03","-0.19","-0.00"
"Low.risk.92","False","True","-1.08","-0.38","0.52","-0.30","0.00","-0.51","False","-1.08","-1.08","0.03","-0.28","0.07"
"High.risk.137","False","True","-1.19","-0.05","0.75","-0.09","0.00","-0.15","False","-1.23","-1.19","0.00","-0.21","0.02"
"Low.risk.85","False","True","-1.21","-0.01","0.50","-0.04","0.00","-0.08","False","0.18","-1.21","-0.04","-0.17","0.02"
"Low.risk.103","False","True","-1.25","-0.21","0.41","-0.25","0.00","-0.26","False","-0.32","-1.25","0.01","-0.23","0.05"
"High.risk.105","False","True","-1.27","-0.23","0.65","-0.04","0.00","-0.06","False","1.00","-1.27","-0.13","-0.06","0.01"
"Low.risk.98","False","True","-1.27","0.18","0.44","0.07","0.00","0.09","True","-1.27","-0.27","0.04","-0.10","0.02"
"Low.risk.153","False","True","-1.28","-0.07","0.41","0.01","0.00","0.00","False","0.55","-1.28","-0.12","-0.05","-0.03"
"Low.risk.56","False","True","-1.37","-0.05","0.54","-0.15","0.00","-0.40","False","-1.18","-1.37","-0.04","-0.16","-0.00"
"Low.risk.32","False","True","-1.37","0.20","0.54","0.13","0.00","0.29","True","-1.37","-0.76","0.02","-0.17","0.02"
"Low.risk.97","False","True","-1.55","-0.05","0.42","0.04","0.00","-0.06","False","0.61","-1.55","-0.13","-0.05","-0.05"
"Low.risk.91","False","True","-1.55","-0.09","0.46","-0.08","0.00","-0.09","False","0.67","-1.55","-0.06","-0.12","-0.05"
"Low.risk.152","False","True","-1.76","0.04","0.73","-0.06","0.00","0.06","True","-1.76","0.73","0.12","-0.03","0.01"
"Low.risk.161","False","True","-1.78","-0.05","0.59","0.00","0.00","0.03","False","-0.46","-1.78","-0.02","-0.24","-0.01"
"High.risk.131","False","True","-2.29","-0.03","0.48","-0.03","0.00","-0.04","False","0.15","-2.29","-0.08","-0.29","0.01"
""
